KOI,Host KOI,Kepler name,Host Gaia DR3 ID,PSR,PSR pe,PSR me
K02110.01,KOI-2110,Kepler-1104 b,2135002576119495936,,,
K00168.02,KOI-168,Kepler-23 d,2135019107451751168,0.013223968,0.000388581,0.000322362
K00167.01,KOI-167,Kepler-480 b,2135044568018500096,,,
K00623.02,KOI-623,Kepler-197 A d,2135179533070399232,0.010173256,0.000166022,0.000266351
K00623.01,KOI-623,Kepler-197 A c,2135179533070399232,0.009878832,0.000215436,0.00026604
K00623.03,KOI-623,Kepler-197 A b,2135179533070399232,0.008700007,0.000181429,0.000176278
K02433.07,KOI-2433,,2135203000771400320,,,
K02433.06,KOI-2433,,2135203000771400320,,,
K02433.04,KOI-2433,,2135203000771400320,,,
K02433.03,KOI-2433,Kepler-385 d,2135203000771400320,,,
K02433.01,KOI-2433,Kepler-385 c,2135203000771400320,,,
K02433.02,KOI-2433,Kepler-385 b,2135203000771400320,,,
K00265.01,KOI-265,Kepler-507 b,2135314184585149696,,,
K02597.03,KOI-2597,,2135378231142791808,,,
K02597.02,KOI-2597,Kepler-394 c,2135378231142791808,,,
K02597.01,KOI-2597,Kepler-394 b,2135378231142791808,,,
K02290.01,KOI-2290,,2135427576021495168,,,
K00279.02,KOI-279,Kepler-450 c,2135590578620605568,0.015277256,0.00013276,0.000113845
K02007.02,KOI-2007,Kepler-1050 c,2143749504651818368,,,
K02007.01,KOI-2007,Kepler-1050 b,2143749504651818368,,,
K00379.02,KOI-379,,,,,
